command,location_function
cut lamb in the livingroom,13
close lambs in the livingroom,13
close lamb in the livingroom,13
turn on lambs in the livingroom,12
turn on lamb in the livingroom,12
turn off lambs in the livingroom,13
turn off lamb in the livingroom,13
open the lambs in the livingroom,12
open the lamb in the livingroom,12
cut the lambs in the livingroom,13
cut thelamb in the livingroom,13
close the lambs in the livingroom,13
close the lamb in the livingroom,13
turn on the lambs in the livingroom,12
turn on the lamb in the livingroom,12
turn off the lambs in the livingroom,13
turn off the lamb in the livingroom,13
Can you open lights at livingroom,12
Can you open light at livingroom,12
Can you cut lights at livingroom,13
Can you cut light at livingroom,13
Can you close lights at livingroom,13
Can you close light at livingroom,13
Can you turn on lights at livingroom,12
Can you turn on light at livingroom,12
Can you turn off lights at livingroom,13
Can you turn off light at livingroom,13
Can you open the lights at livingroom,12
Can you open the light at livingroom,12
Can you cut the lights at livingroom,13
Can you cut thelight at livingroom,13
Can you close the lights at livingroom,13
Can you close the light at livingroom,13
Can you turn on the lights at livingroom,12
Can you turn on the light at livingroom,12
Can you turn off the lights at livingroom,13
Can you turn off the light at livingroom,13
Can you open lambs at livingroom,12
Can you open lamb at livingroom,12
Can you cut lambs at livingroom,13
Can you cut lamb at livingroom,13
Can you close lambs at livingroom,13
Can you close lamb at livingroom,13
Can you turn on lambs at livingroom,12
Can you turn on lamb at livingroom,12
Can you turn off lambs at livingroom,13
Can you turn off lamb at livingroom,13
Can you open the lambs at livingroom,12
Can you open the lamb at livingroom,12
Can you cut the lambs at livingroom,13
Can you cut thelamb at livingroom,13
Can you close the lambs at livingroom,13
Can you close the lamb at livingroom,13
Can you turn on the lambs at livingroom,12
Can you turn on the lamb at livingroom,12
Can you turn off the lambs at livingroom,13
Can you turn off the lamb at livingroom,13
Can you open lights in livingroom,12
Can you open light in livingroom,12
Can you cut lights in livingroom,13
Can you cut light in livingroom,13
Can you close lights in livingroom,13
Can you close light in livingroom,13
Can you turn on lights in livingroom,12
Can you turn on light in livingroom,12
Can you turn off lights in livingroom,13
