command;location;function
open lamb hall;hall;open
cut lambs hall;hall;close
cut lamb hall;hall;close
close lambs hall;hall;close
close lamb hall;hall;close
turn on lambs hall;hall;open
turn on lamb hall;hall;open
turn off lambs hall;hall;close
turn off lamb hall;hall;close
open the lambs hall;hall;open
open the lamb hall;hall;open
cut the lambs hall;hall;close
cut thelamb hall;hall;close
close the lambs hall;hall;close
close the lamb hall;hall;close
turn on the lambs hall;hall;open
turn on the lamb hall;hall;open
turn off the lambs hall;hall;close
turn off the lamb hall;hall;close
open lights of hall;hall;open
open light of hall;hall;open
cut lights of hall;hall;close
cut light of hall;hall;close
close lights of hall;hall;close
close light of hall;hall;close
turn on lights  of hall;hall;open
turn on light of hall;hall;open
turn off lights of hall;hall;close
turn off light of hall;hall;close
open the lights of hall;hall;open
open the light of hall;hall;open
cut the lights of hall;hall;close
cut thelight of hall;hall;close
close the lights of hall;hall;close
close the light of hall;hall;close
turn on the lights of hall;hall;open
turn on the light of hall;hall;open
turn off the lights of hall;hall;close
turn off the light of hall;hall;close
open lambs of hall;hall;open
open lamb of hall;hall;open
cut lambs of hall;hall;close
cut lamb of hall;hall;close
close lambs of hall;hall;close
close lamb of hall;hall;close
turn on lambs of hall;hall;open
turn on lamb of hall;hall;open
turn off lambs of hall;hall;close
turn off lamb of hall;hall;close
open the lambs of hall;hall;open
open the lamb of hall;hall;open
cut the lambs of hall;hall;close
cut thelamb of hall;hall;close
close the lambs of hall;hall;close
close the lamb of hall;hall;close
turn on the lambs of hall;hall;open
turn on the lamb of hall;hall;open
turn off the lambs of hall;hall;close
turn off the lamb of hall;hall;close
open lights at the hall;hall;open
open light at the hall;hall;open
cut lights at the hall;hall;close
cut light at the hall;hall;close
close lights at the hall;hall;close
close light at the hall;hall;close
turn on lights at the hall;hall;open
turn on light at the hall;hall;open
turn off lights at the hall;hall;close
turn off light at the hall;hall;close
open the lights at the hall;hall;open
open the light at the hall;hall;open
cut the lights at the hall;hall;close
cut thelight at the hall;hall;close
close the lights at the hall;hall;close
close the light at the hall;hall;close
turn on the lights at the hall;hall;open
turn on the light at the hall;hall;open
turn off the lights  at the hall;hall;close
turn off the light at the hall;hall;close
open lambs at the hall;hall;open
open lamb at the hall;hall;open
cut lambs at the hall;hall;close
cut lamb at the hall;hall;close
close lambs at the hall;hall;close
close lamb at the hall;hall;close
turn on lambs at the hall;hall;open
turn on lamb at the hall;hall;open
turn off lambs at the hall;hall;close
turn off lamb at the hall;hall;close
open the lambs at the hall;hall;open
open the lamb at the hall;hall;open
cut the lambs at the hall;hall;close
cut thelamb at the hall;hall;close
close the lambs at the hall;hall;close
close the lamb at the hall;hall;close
turn on the lambs at the hall;hall;open
turn on the lamb at the hall;hall;open
turn off the lambs at the hall;hall;close
turn off the lamb at the hall;hall;close
open lights in the hall;hall;open
open light in the hall;hall;open
cut lights in the hall;hall;close
cut light in the hall;hall;close
close lights in the hall;hall;close
close light in the hall;hall;close
turn on lights in the hall;hall;open
turn on light in the hall;hall;open
turn off lights in the hall;hall;close
turn off light in the hall;hall;close
open the lights in the hall;hall;open
open the light in the hall;hall;open
cut the lights in the hall;hall;close
cut thelight in the hall;hall;close
close the lights in the hall;hall;close
close the light in the hall;hall;close
turn on the lights in the hall;hall;open
turn on the light in the hall;hall;open
turn off the lights in the hall;hall;close
turn off the light in the hall;hall;close
open lambs in the hall;hall;open
open lamb in the hall;hall;open
cut lambs in the hall;hall;close
cut lamb in the hall;hall;close
close lambs in the hall;hall;close
close lamb in the hall;hall;close
turn on lambs in the hall;hall;open
turn on lamb in the hall;hall;open
turn off lambs in the hall;hall;close
turn off lamb in the hall;hall;close
open the lambs in the hall;hall;open
open the lamb in the hall;hall;open
cut the lambs in the hall;hall;close
cut thelamb in the hall;hall;close
close the lambs in the hall;hall;close
close the lamb in the hall;hall;close
turn on the lambs in the hall;hall;open
turn on the lamb in the hall;hall;open
turn off the lambs in the hall;hall;close
turn off the lamb in the hall;hall;close
Can you open lights at hall;hall;open
Can you open light at hall;hall;open
Can you cut lights at hall;hall;close
Can you cut light at hall;hall;close
Can you close lights at hall;hall;close
Can you close light at hall;hall;close
Can you turn on lights at hall;hall;open
Can you turn on light at hall;hall;open
Can you turn off lights at hall;hall;close
Can you turn off light at hall;hall;close
Can you open the lights at hall;hall;open
Can you open the light at hall;hall;open
Can you cut the lights at hall;hall;close
Can you cut thelight at hall;hall;close
Can you close the lights at hall;hall;close
Can you close the light at hall;hall;close
Can you turn on the lights at hall;hall;open
Can you turn on the light at hall;hall;open
Can you turn off the lights at hall;hall;close
Can you turn off the light at hall;hall;close
Can you open lambs at hall;hall;open
Can you open lamb at hall;hall;open
Can you cut lambs at hall;hall;close
Can you cut lamb at hall;hall;close
Can you close lambs at hall;hall;close
Can you close lamb at hall;hall;close
Can you turn on lambs at hall;hall;open
Can you turn on lamb at hall;hall;open
Can you turn off lambs at hall;hall;close
Can you turn off lamb at hall;hall;close
Can you open the lambs at hall;hall;open
Can you open the lamb at hall;hall;open
Can you cut the lambs at hall;hall;close
Can you cut thelamb at hall;hall;close
Can you close the lambs at hall;hall;close
Can you close the lamb at hall;hall;close
Can you turn on the lambs at hall;hall;open
Can you turn on the lamb at hall;hall;open
Can you turn off the lambs at hall;hall;close
Can you turn off the lamb at hall;hall;close
Can you open lights in hall;hall;open
Can you open light in hall;hall;open
Can you cut lights in hall;hall;close
Can you cut light in hall;hall;close
Can you close lights in hall;hall;close
Can you close light in hall;hall;close
Can you turn on lights in hall;hall;open
Can you turn on light in hall;hall;open
Can you turn off lights in hall;hall;close
Can you turn off light in hall;hall;close
Can you open the lights in hall;hall;open
Can you open the light in hall;hall;open
Can you cut the lights in hall;hall;close
